Meeting ID,Minister,Role,Department,Start Date,End Date,Organisation,Representative,Reason,Hopspitality?,Original File,Original Row
3180,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Palmer,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,145
3181,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Baroness Parminter,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,146
3181,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Krebs,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,146
3181,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Stunnel,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,146
3182,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Kerslake,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,147
3182,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Best,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,147
3182,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Porter,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,147
3183,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Baroness Royall,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,148
3183,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Best,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,148
3184,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Baroness Bakewell,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,149
3184,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Lord Shipley,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,149
3185,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,04-2016,04-2016,Baroness Gardner of Parkes,,To discuss Leasehold Policy,0,562408_Ministerial_meetings_April_to_June_2016.csv,150
3186,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Baroness Parminter,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,151
3186,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Bakewell,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,151
3187,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Three Faiths Forum,,To discuss faith and integration,0,562408_Ministerial_meetings_April_to_June_2016.csv,152
3188,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Baroness Bakewell,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,153
3189,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Baroness Parminter,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,154
3189,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Bakewell,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,154
3190,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Lord Best,,To discuss Housing and Planning Bill,0,562408_Ministerial_meetings_April_to_June_2016.csv,155
3191,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Israeli Ambassador,,To discuss upcoming trip to Israel,0,562408_Ministerial_meetings_April_to_June_2016.csv,156
3191,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Lord Leigh,,To discuss upcoming trip to Israel,0,562408_Ministerial_meetings_April_to_June_2016.csv,156
3192,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Tell MAMA,,To discuss hate crime,0,562408_Ministerial_meetings_April_to_June_2016.csv,157
3193,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Baroness Royal,,To discuss People's History Museum,0,562408_Ministerial_meetings_April_to_June_2016.csv,158
3194,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Business in the Community,,To discuss race equality,0,562408_Ministerial_meetings_April_to_June_2016.csv,159
3195,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Cllr O'Neil,,To discuss Lee Valley Regional Park,0,562408_Ministerial_meetings_April_to_June_2016.csv,160
3195,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Lord True,,To discuss Lee Valley Regional Park,0,562408_Ministerial_meetings_April_to_June_2016.csv,160
3196,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Helen Whately MP,,To discuss faith and integration,0,562408_Ministerial_meetings_April_to_June_2016.csv,161
3197,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Robert Adams,,To discuss faith and integration,0,562408_Ministerial_meetings_April_to_June_2016.csv,162
3197,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,05-2016,05-2016,Parish Council Representatives,,To discuss faith and integration,0,562408_Ministerial_meetings_April_to_June_2016.csv,162
3198,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Three Faiths Forum,,To discuss faith and integration,0,562408_Ministerial_meetings_April_to_June_2016.csv,163
3199,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Baroness McGregor-Smith,,To discuss BIS review,0,562408_Ministerial_meetings_April_to_June_2016.csv,164
3200,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Equality,,To discuss Equality and Human Rights Commission,0,562408_Ministerial_meetings_April_to_June_2016.csv,165
3200,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Human Rights Commission,,To discuss Equality and Human Rights Commission,0,562408_Ministerial_meetings_April_to_June_2016.csv,165
3201,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Baroness Valentine - London First,,To discuss London Housing Policy and the Housing and Planning Act,0,562408_Ministerial_meetings_April_to_June_2016.csv,166
3202,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Edgeware District,,To open the Holocaust Memorial Peace Garden,0,562408_Ministerial_meetings_April_to_June_2016.csv,167
3202,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Reform Synagogue,,To open the Holocaust Memorial Peace Garden,0,562408_Ministerial_meetings_April_to_June_2016.csv,167
3203,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Baroness Royall,,To discuss youth citizenship projects,0,562408_Ministerial_meetings_April_to_June_2016.csv,168
3203,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,City Year UK,,To discuss youth citizenship projects,0,562408_Ministerial_meetings_April_to_June_2016.csv,168
3204,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Three Faiths Forum,,To discuss Parliamentors programme,0,562408_Ministerial_meetings_April_to_June_2016.csv,169
3205,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Baroness Hayter,,To discuss client money protection,0,562408_Ministerial_meetings_April_to_June_2016.csv,170
3205,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Lord Palmer,,To discuss client money protection,0,562408_Ministerial_meetings_April_to_June_2016.csv,170
3206,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Forward Thinking,,To discuss faith and integration,0,562408_Ministerial_meetings_April_to_June_2016.csv,171
3207,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Jane Ellison MP,,To discuss troubled families and health data sharing,0,562408_Ministerial_meetings_April_to_June_2016.csv,172
3208,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Styal Prison,,To discuss troubled families and the Justice System,0,562408_Ministerial_meetings_April_to_June_2016.csv,173
3209,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Lord Oates,,To discuss commemorations,0,562408_Ministerial_meetings_April_to_June_2016.csv,174
3210,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Solihull Council,,To discuss devolution,0,562408_Ministerial_meetings_April_to_June_2016.csv,175
3211,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,Tell MAMA,,To discuss hate crime,0,562408_Ministerial_meetings_April_to_June_2016.csv,176
3212,"Parliamentary Under-Secretary of State, Baroness Williams of Trafford",,Department for Communities and Local Government,06-2016,06-2016,South East Strategic Leaders Group Meeting,,To discuss devolution and business rates,0,562408_Ministerial_meetings_April_to_June_2016.csv,177
3213,Rt Hon Greg Clark MP,,Department for Communities and Local Government,01-2016,01-2016,District Councils,,To discuss local government,0,536321_Ministerial_Returns_Jan_to_March_16_-_meetings.csv,2
3213,Rt Hon Greg Clark MP,,Department for Communities and Local Government,01-2016,01-2016,Local Government Association.,,To discuss local government,0,536321_Ministerial_Returns_Jan_to_March_16_-_meetings.csv,2
3214,Rt Hon Greg Clark MP,,Department for Communities and Local Government,01-2016,01-2016,London Borough of Bexley,,To discuss local government,0,536321_Ministerial_Returns_Jan_to_March_16_-_meetings.csv,3
3214,Rt Hon Greg Clark MP,,Department for Communities and Local Government,01-2016,01-2016,London Councils,,To discuss local government,0,536321_Ministerial_Returns_Jan_to_March_16_-_meetings.csv,3
3214,Rt Hon Greg Clark MP,,Department for Communities and Local Government,01-2016,01-2016,London Borough of Kingston Upon Thames,,To discuss local government,0,536321_Ministerial_Returns_Jan_to_March_16_-_meetings.csv,3
3214,Rt Hon Greg Clark MP,,Department for Communities and Local Government,01-2016,01-2016,London Borough of Bromley,,To discuss local government,0,536321_Ministerial_Returns_Jan_to_March_16_-_meetings.csv,3
